degrade_level,geom,mode,select,record_id,yaw_true,pitch_true,neural_yaw_pred,neural_yaw_err,neural_pitch_err,neural_margin,neural_entropy,pdb_top1_yaw_err,pdb_nearest_distance,pdb_margin,pdb_cand_yaw_spread
clean,G1,image_only,best,G1_yaw300_pitch+055,300.0,55.0,298.117,1.8831,3.2261,0.0003,4.906566,65.0,0.0,0.0,58.3524
clean,G1,image_only,best,G1_yaw140_pitch+000,140.0,0.0,135.415,4.5854,1.2858,0.000592,4.917319,90.0,0.0,0.0,75.3409
clean,G1,image_only,best,G1_yaw165_pitch+055,165.0,55.0,168.682,3.6818,1.7265,0.000378,4.903112,30.0,0.0,0.0,43.2435
clean,G1,image_only,best,G1_yaw170_pitch-040,170.0,-40.0,172.798,2.7979,3.3574,0.000145,4.915501,35.0,0.0,0.0,60.2495
clean,G1,image_only,best,G1_yaw315_pitch-020,315.0,-20.0,316.771,1.7711,1.8564,0.000312,4.917318,70.0,0.0,0.0,45.0028
clean,G1,image_only,best,G1_yaw130_pitch+035,130.0,35.0,127.246,2.7537,6.0191,0.000124,4.91628,160.0,0.0,0.0,65.681
clean,G1,image_only,best,G1_yaw020_pitch-005,20.0,-5.0,19.832,0.1681,2.3125,9.2e-05,4.917319,170.0,0.0,0.0,36.4726
clean,G1,image_only,best,G1_yaw255_pitch-005,255.0,-5.0,255.087,0.0868,0.7837,0.000834,4.917319,135.0,0.0,0.0,29.0517
clean,G1,image_only,best,G1_yaw190_pitch-055,190.0,-55.0,194.78,4.7801,0.0623,0.001106,4.897806,115.0,0.0,0.0,45.2244
clean,G1,image_only,best,G1_yaw345_pitch-080,345.0,-80.0,340.287,4.7132,2.7426,0.000157,4.492246,145.0,0.0,0.0,53.6563
clean,G1,image_only,best,G1_yaw160_pitch-080,160.0,-80.0,163.387,3.3868,5.8999,0.000636,4.407932,0.0,0.0,0.0,55.5788
clean,G1,image_only,best,G1_yaw320_pitch-020,320.0,-20.0,319.738,0.262,4.2522,0.000851,4.91731,95.0,0.0,0.0,29.2617
clean,G1,image_only,best,G1_yaw085_pitch+050,85.0,50.0,84.07,0.9305,0.0287,0.000765,4.909655,170.0,0.0,0.0,63.9844
clean,G1,image_only,best,G1_yaw015_pitch+020,15.0,20.0,16.063,1.0634,1.427,0.000522,4.917315,80.0,0.0,0.0,46.6369
clean,G1,image_only,best,G1_yaw175_pitch-015,175.0,-15.0,180.822,5.8222,2.0154,0.000237,4.917318,25.0,0.0,0.0,54.7357
clean,G1,image_only,best,G1_yaw320_pitch-065,320.0,-65.0,318.665,1.3352,0.6948,0.000584,4.824192,55.0,0.0,0.0,67.897
clean,G1,image_only,best,G1_yaw245_pitch+075,245.0,75.0,246.26,1.2602,3.7202,0.000709,4.592465,100.0,0.0,0.0,40.5709
clean,G1,image_only,best,G1_yaw120_pitch+085,120.0,85.0,123.378,3.3784,1.3268,0.000638,4.396267,175.0,0.0,0.0,51.9711
clean,G1,image_only,best,G1_yaw085_pitch-060,85.0,-60.0,87.736,2.7356,3.5103,0.000117,4.846758,50.0,0.0,0.0,66.0757
clean,G1,image_only,best,G1_yaw175_pitch+080,175.0,80.0,178.618,3.618,0.2598,0.000675,4.555274,95.0,0.0,0.0,41.0761
clean,G1,image_only,best,G1_yaw200_pitch+005,200.0,5.0,202.305,2.305,3.5518,9.5e-05,4.917319,140.0,0.0,0.0,61.2393
clean,G1,image_only,best,G1_yaw160_pitch-070,160.0,-70.0,166.742,6.7416,1.3997,0.000395,4.742954,0.0,0.0,0.0,38.1314
clean,G1,image_only,best,G1_yaw135_pitch-080,135.0,-80.0,131.529,3.4714,0.9363,0.000596,4.538447,165.0,0.0,0.0,48.7571
clean,G1,image_only,best,G1_yaw250_pitch+080,250.0,80.0,251.634,1.6344,2.1416,0.000227,4.507812,150.0,0.0,0.0,59.0424
clean,G1,image_only,best,G1_yaw020_pitch+065,20.0,65.0,22.071,2.0712,2.1155,0.00019,4.85241,5.0,0.0,0.0,53.9467
clean,G1,image_only,best,G1_yaw320_pitch+005,320.0,5.0,323.15,3.15,1.4783,0.000316,4.917319,125.0,0.0,0.0,26.0576
clean,G1,image_only,best,G1_yaw115_pitch-085,115.0,-85.0,115.229,0.2294,4.5525,0.001237,4.550635,170.0,0.0,0.0,62.1208
clean,G1,image_only,best,G1_yaw325_pitch+010,325.0,10.0,327.144,2.1436,0.4835,0.000174,4.917319,70.0,0.0,0.0,60.6548
clean,G1,image_only,best,G1_yaw255_pitch+015,255.0,15.0,256.484,1.4836,0.3882,0.000496,4.917318,135.0,0.0,0.0,55.6327
clean,G1,image_only,best,G1_yaw185_pitch+060,185.0,60.0,190.12,5.1197,0.5091,0.000977,4.870826,70.0,0.0,0.0,67.8602
clean,G1,image_only,best,G1_yaw280_pitch+030,280.0,30.0,280.598,0.5978,2.772,0.000133,4.917203,10.0,0.0,0.0,66.1835
clean,G1,image_only,best,G1_yaw045_pitch-035,45.0,-35.0,45.193,0.1926,1.3368,0.000568,4.91717,25.0,0.0,0.0,66.6708
clean,G1,image_only,best,G1_yaw055_pitch+005,55.0,5.0,53.463,1.5369,2.5689,3.4e-05,4.917319,0.0,0.0,0.0,2.5
clean,G1,image_only,best,G1_yaw110_pitch-055,110.0,-55.0,106.721,3.2789,3.5069,0.000382,4.882952,175.0,0.0,0.0,67.8767
clean,G1,image_only,best,G1_yaw330_pitch-075,330.0,-75.0,328.315,1.6851,3.1574,0.000344,4.735266,180.0,0.0,0.0,45.4533
clean,G1,image_only,best,G1_yaw310_pitch-020,310.0,-20.0,310.337,0.3366,1.0638,0.000699,4.917317,170.0,0.0,0.0,28.5876
clean,G1,image_only,best,G1_yaw270_pitch+045,270.0,45.0,272.167,2.1667,3.5992,0.000162,4.911579,175.0,0.0,0.0,55.5068
clean,G1,image_only,best,G1_yaw095_pitch-020,95.0,-20.0,95.58,0.5798,1.0571,0.000702,4.917317,135.0,0.0,0.0,63.6867
clean,G1,image_only,best,G1_yaw350_pitch-045,350.0,-45.0,350.896,0.8958,4.8771,0.000781,4.909883,15.0,0.0,0.0,73.0428
clean,G1,image_only,best,G1_yaw010_pitch-010,10.0,-10.0,11.686,1.6855,2.209,0.000141,4.917319,165.0,0.0,0.0,50.636
clean,G1,image_only,best,G1_yaw240_pitch+030,240.0,30.0,241.875,1.8751,3.0485,0.000266,4.917194,170.0,0.0,0.0,83.4101
clean,G1,image_only,best,G1_yaw250_pitch+085,250.0,85.0,252.462,2.4625,2.0975,2.8e-05,4.375085,115.0,0.0,0.0,38.8748
clean,G1,image_only,best,G1_yaw095_pitch+025,95.0,25.0,94.763,0.2371,4.1789,0.000816,4.917316,165.0,0.0,0.0,57.3062
clean,G1,image_only,best,G1_yaw065_pitch-015,65.0,-15.0,66.201,1.2012,3.8988,0.000631,4.917317,0.0,0.0,0.0,77.6853
clean,G1,image_only,best,G1_yaw075_pitch-070,75.0,-70.0,75.38,0.3798,0.6771,0.000931,4.776357,150.0,0.0,0.0,44.7884
clean,G1,image_only,best,G1_yaw180_pitch+015,180.0,15.0,183.553,3.5534,3.2952,0.000387,4.917319,170.0,0.0,0.0,59.036
clean,G1,image_only,best,G1_yaw295_pitch-085,295.0,-85.0,293.913,1.0873,0.0512,0.000977,4.433723,20.0,0.0,0.0,8.6023
clean,G1,image_only,best,G1_yaw205_pitch+075,205.0,75.0,204.327,0.6733,0.7519,0.000961,4.659188,115.0,0.0,0.0,65.1153
clean,G1,image_only,best,G1_yaw335_pitch-070,335.0,-70.0,336.108,1.1082,5.593,0.000694,4.838037,5.0,0.0,0.0,52.4976
clean,G1,image_only,best,G1_yaw165_pitch-005,165.0,-5.0,170.597,5.5967,0.4363,0.000923,4.917319,35.0,0.0,0.0,58.7133
clean,G1,image_only,best,G1_yaw295_pitch+000,295.0,0.0,297.777,2.7774,1.2702,0.000135,4.917319,10.0,0.0,0.0,64.7862
clean,G1,image_only,best,G1_yaw170_pitch+060,170.0,60.0,171.053,1.0532,0.6742,0.000711,4.878339,0.0,0.0,0.0,56.6127
clean,G1,image_only,best,G1_yaw195_pitch+045,195.0,45.0,198.591,3.5905,1.4604,0.000505,4.915423,110.0,0.0,0.0,61.329
clean,G1,image_only,best,G1_yaw120_pitch+075,120.0,75.0,119.071,0.9286,1.5297,0.000519,4.705346,125.0,0.0,0.0,60.9939
clean,G1,image_only,best,G1_yaw320_pitch+020,320.0,20.0,320.545,0.545,1.3284,0.000571,4.917316,55.0,0.0,0.0,63.9062
clean,G1,image_only,best,G1_yaw075_pitch-025,75.0,-25.0,72.711,2.2887,1.6065,0.000103,4.917301,175.0,0.0,0.0,73.3161
clean,G1,image_only,best,G1_yaw230_pitch-035,230.0,-35.0,231.666,1.6656,0.874,0.000407,4.917044,0.0,0.0,0.0,60.959
clean,G1,image_only,best,G1_yaw015_pitch+010,15.0,10.0,15.875,0.875,0.7213,0.000789,4.917319,145.0,0.0,0.0,57.7083
clean,G1,image_only,best,G1_yaw285_pitch-040,285.0,-40.0,286.538,1.5385,1.7795,0.00035,4.916069,75.0,0.0,0.0,42.7317
clean,G1,image_only,best,G1_yaw145_pitch-030,145.0,-30.0,146.792,1.7915,2.427,3.5e-05,4.917295,15.0,0.0,0.0,44.2973
clean,G1,image_only,best,G1_yaw020_pitch-060,20.0,-60.0,18.374,1.6258,1.2975,0.000429,4.881892,0.0,0.0,0.0,66.5282
clean,G1,image_only,best,G1_yaw160_pitch-055,160.0,-55.0,167.192,7.1918,2.33,8.2e-05,4.904601,135.0,0.0,0.0,55.3195
clean,G1,image_only,best,G1_yaw145_pitch+090,145.0,90.0,141.654,3.346,0.0,0.000725,4.294312,85.0,0.0,0.0,58.0539
clean,G1,image_only,best,G1_yaw060_pitch+065,60.0,65.0,57.855,2.1452,4.7753,0.000176,4.872726,0.0,0.0,0.0,33.7231
clean,G1,image_only,best,G1_yaw150_pitch-075,150.0,-75.0,166.877,16.8773,2.266,0.000123,4.719202,180.0,0.0,1e-06,85.1528
clean,G1,image_only,best,G1_yaw175_pitch+015,175.0,15.0,179.224,4.2243,5.0871,0.000838,4.917319,30.0,0.0,0.0,67.611
clean,G1,image_only,best,G1_yaw330_pitch-055,330.0,-55.0,329.108,0.8922,0.0028,0.000785,4.898006,70.0,0.0,0.0,45.6727
clean,G1,image_only,best,G1_yaw325_pitch-050,325.0,-50.0,326.321,1.3209,2.1324,0.000179,4.912388,130.0,0.0,0.0,36.5684
clean,G1,image_only,best,G1_yaw145_pitch-035,145.0,-35.0,147.323,2.3229,0.8126,8.7e-05,4.917146,0.0,0.0,0.0,52.2039
clean,G1,image_only,best,G1_yaw095_pitch+005,95.0,5.0,96.979,1.9793,6.6925,0.000253,4.917319,75.0,0.0,0.0,61.7171
clean,G1,image_only,best,G1_yaw020_pitch+085,20.0,85.0,20.591,0.5913,3.5471,0.000837,4.3349,80.0,0.0,0.0,52.7731
clean,G1,image_only,best,G1_yaw095_pitch+050,95.0,50.0,95.428,0.4278,0.8141,0.00082,4.910848,130.0,0.0,0.0,60.4897
clean,G1,image_only,best,G1_yaw325_pitch+055,325.0,55.0,329.882,4.882,0.3457,0.001047,4.899143,130.0,0.0,0.0,38.2753
clean,G1,image_only,best,G1_yaw145_pitch+035,145.0,35.0,145.211,0.2108,0.8597,0.000798,4.917045,55.0,0.0,0.0,49.3964
clean,G1,image_only,best,G1_yaw285_pitch+005,285.0,5.0,291.485,6.4847,2.6875,9.1e-05,4.917319,15.0,0.0,0.0,42.0743
clean,G1,image_only,best,G1_yaw040_pitch-005,40.0,-5.0,38.591,1.4089,0.9363,0.000532,4.917319,150.0,0.0,0.0,65.3835
clean,G1,image_only,best,G1_yaw165_pitch-020,165.0,-20.0,172.97,7.9697,2.1247,0.000182,4.917318,165.0,0.0,0.0,63.0555
clean,G1,image_only,best,G1_yaw000_pitch+040,0.0,40.0,0.605,0.6046,1.0496,0.000706,4.9167,0.0,0.0,0.0,41.3401
clean,G1,image_only,best,G1_yaw240_pitch+020,240.0,20.0,239.341,0.6587,0.9011,0.000777,4.917316,175.0,0.0,0.0,83.9062
clean,G1,image_only,best,G1_yaw185_pitch+000,185.0,0.0,189.014,4.0142,0.9367,0.000736,4.917319,5.0,0.0,0.0,50.4579
clean,G1,image_only,best,G1_yaw295_pitch-050,295.0,-50.0,300.006,5.0057,4.0154,0.00074,4.901082,65.0,0.0,0.0,36.7287
clean,G1,image_only,best,G1_yaw130_pitch+050,130.0,50.0,130.473,0.473,4.0377,0.000748,4.914043,135.0,0.0,0.0,58.438
clean,G1,image_only,best,G1_yaw040_pitch-090,40.0,-90.0,39.366,0.6345,0.0,0.001587,4.294312,0.0,0.0,0.0,76.5441
clean,G1,image_only,best,G1_yaw035_pitch+005,35.0,5.0,32.907,2.0928,1.7584,0.000198,4.917319,45.0,0.0,0.0,64.7476
clean,G1,image_only,best,G1_yaw095_pitch+040,95.0,40.0,94.764,0.236,0.4372,0.000999,4.916596,70.0,0.0,0.0,45.4313
clean,G1,image_only,best,G1_yaw320_pitch-055,320.0,-55.0,320.939,0.9388,0.4467,0.000763,4.896473,35.0,0.0,0.0,62.9305
clean,G1,image_only,best,G1_yaw200_pitch-030,200.0,-30.0,203.749,3.7492,2.0874,0.000201,4.917224,35.0,0.0,0.0,67.1863
clean,G1,image_only,best,G1_yaw100_pitch+075,100.0,75.0,101.527,1.5273,1.7892,0.000378,4.71029,145.0,0.0,0.0,69.9303
clean,G1,image_only,best,G1_yaw065_pitch+075,65.0,75.0,65.665,0.6651,1.7494,0.000422,4.637558,15.0,0.0,0.0,78.5191
clean,G1,image_only,best,G1_yaw130_pitch+055,130.0,55.0,130.211,0.2109,3.2255,0.000355,4.906565,120.0,0.0,0.0,49.4975
clean,G1,image_only,best,G1_yaw320_pitch+075,320.0,75.0,317.888,2.1123,2.7437,0.000128,4.727908,10.0,0.0,0.0,78.3087
clean,G1,image_only,best,G1_yaw335_pitch-085,335.0,-85.0,330.772,4.2284,0.3877,0.001179,4.442775,105.0,0.0,0.0,59.6154
clean,G1,image_only,best,G1_yaw305_pitch+065,305.0,65.0,309.455,4.4552,3.233,0.000374,4.792125,50.0,0.0,0.0,57.5869
clean,G1,image_only,best,G1_yaw310_pitch+005,310.0,5.0,310.259,0.2588,4.0816,0.000769,4.917319,5.0,0.0,0.0,59.127
clean,G1,image_only,best,G1_yaw350_pitch-040,350.0,-40.0,349.706,0.2943,0.2877,0.001067,4.916568,65.0,0.0,0.0,60.1269
clean,G1,image_only,best,G1_yaw000_pitch+030,0.0,30.0,2.906,2.9062,0.6044,0.000199,4.917276,0.0,0.0,0.0,48.9413
clean,G1,image_only,best,G1_yaw015_pitch-030,15.0,-30.0,16.872,1.8723,0.7322,0.000307,4.917255,175.0,0.0,0.0,56.7803
clean,G1,image_only,best,G1_yaw025_pitch-065,25.0,-65.0,25.953,0.9533,1.2209,0.000635,4.844221,170.0,0.0,0.0,57.4217
clean,G1,image_only,best,G1_yaw355_pitch-085,355.0,-85.0,348.168,6.8321,1.8412,0.000428,4.481366,125.0,0.0,0.0,64.467
clean,G1,image_only,best,G1_yaw270_pitch+035,270.0,35.0,266.862,3.1376,1.566,0.00031,4.916987,60.0,0.0,0.0,60.7783
clean,G1,image_only,best,G1_yaw305_pitch+025,305.0,25.0,305.735,0.7354,0.5022,0.000857,4.917306,165.0,0.0,0.0,68.2642
clean,G1,image_only,best,G1_yaw145_pitch+000,145.0,0.0,137.507,7.4929,1.5363,3e-06,4.917319,90.0,0.0,0.0,43.6348
clean,G1,image_only,best,G1_yaw270_pitch-045,270.0,-45.0,271.793,1.7931,2.3788,5.9e-05,4.912871,80.0,0.0,0.0,67.9798
clean,G1,image_only,best,G1_yaw180_pitch-005,180.0,-5.0,185.029,5.0294,0.2904,0.001069,4.917319,170.0,0.0,0.0,64.7862
clean,G1,image_only,best,G1_yaw335_pitch-020,335.0,-20.0,330.867,4.1329,3.1091,0.000297,4.917313,180.0,0.0,0.0,59.7076
clean,G1,image_only,best,G1_yaw265_pitch-090,265.0,-90.0,275.797,10.7971,2.3351,0.000127,4.359404,140.0,0.0,0.0,61.7758
clean,G1,image_only,best,G1_yaw110_pitch+020,110.0,20.0,110.334,0.3339,0.4536,0.000991,4.917317,95.0,0.0,0.0,53.8888
clean,G1,image_only,best,G1_yaw350_pitch+070,350.0,70.0,347.741,2.2595,3.2895,0.000128,4.708797,160.0,0.0,0.0,59.716
clean,G1,image_only,best,G1_yaw230_pitch-065,230.0,-65.0,229.043,0.9574,1.3015,0.000602,4.817111,15.0,0.0,0.0,74.0422
clean,G1,image_only,best,G1_yaw115_pitch+065,115.0,65.0,114.474,0.5263,0.6839,0.000907,4.824315,115.0,0.0,0.0,39.8905
clean,G1,image_only,best,G1_yaw010_pitch-080,10.0,-80.0,6.433,3.5671,1.3973,0.000618,4.595236,20.0,0.0,0.0,60.1997
clean,G1,image_only,best,G1_yaw130_pitch+030,130.0,30.0,131.404,1.4041,3.8274,0.000533,4.917163,70.0,0.0,0.0,51.7107
clean,G1,image_only,best,G1_yaw215_pitch-045,215.0,-45.0,216.823,1.8228,1.0908,0.00033,4.913949,85.0,0.0,0.0,35.5809
clean,G1,image_only,best,G1_yaw120_pitch-030,120.0,-30.0,124.883,4.8834,0.8214,0.000816,4.917253,175.0,0.0,0.0,55.1725
clean,G1,image_only,best,G1_yaw005_pitch+055,5.0,55.0,10.266,5.2663,1.263,0.000605,4.901871,175.0,0.0,0.0,50.1622
clean,G1,image_only,best,G1_yaw125_pitch+035,125.0,35.0,123.854,1.1456,4.7533,0.00066,4.91656,180.0,0.0,0.0,67.4166
clean,G1,image_only,best,G1_yaw260_pitch+035,260.0,35.0,260.332,0.332,4.3773,0.000911,4.916629,0.0,0.0,0.0,60.6403
clean,G1,image_only,best,G1_yaw200_pitch+010,200.0,10.0,203.553,3.5533,1.8534,0.000315,4.917319,175.0,0.0,0.0,55.3737
clean,G1,image_only,best,G1_yaw275_pitch+020,275.0,20.0,277.863,2.8631,0.8336,0.000177,4.917317,75.0,0.0,0.0,61.5812
clean,G1,image_only,best,G1_yaw180_pitch-070,180.0,-70.0,187.603,7.6028,0.0919,5.3e-05,4.7645,15.0,0.0,0.0,59.8832
clean,G1,image_only,best,G1_yaw055_pitch+070,55.0,70.0,53.811,1.1887,2.3363,8.3e-05,4.799882,0.0,0.0,0.0,29.2617
clean,G1,image_only,best,G1_yaw065_pitch-075,65.0,-75.0,64.171,0.829,0.4015,0.000915,4.666582,175.0,0.0,0.0,69.5054
clean,G1,image_only,best,G1_yaw010_pitch-045,10.0,-45.0,9.676,0.3242,0.0531,0.001053,4.914704,60.0,0.0,0.0,60.1997
clean,G1,image_only,best,G1_yaw270_pitch+070,270.0,70.0,269.952,0.0477,0.0293,0.001251,4.766408,50.0,0.0,0.0,58.3717
clean,G1,image_only,best,G1_yaw325_pitch+090,325.0,90.0,315.765,9.2354,2.4412,4.5e-05,4.362341,80.0,0.0,0.0,50.9926
clean,G1,image_only,best,G1_yaw150_pitch+055,150.0,55.0,153.742,3.7422,1.1559,0.000606,4.901571,20.0,0.0,0.0,65.9924
clean,G1,image_only,best,G1_yaw205_pitch+045,205.0,45.0,204.591,0.4095,1.1204,0.000672,4.913927,65.0,0.0,0.0,68.3374
clean,G1,image_only,best,G1_yaw130_pitch-060,130.0,-60.0,128.319,1.681,5.901,0.000412,4.821826,180.0,0.0,0.0,65.9621
clean,G1,image_only,best,G1_yaw280_pitch+055,280.0,55.0,282.41,2.4105,2.1481,4.4e-05,4.889635,5.0,0.0,0.0,54.8999
clean,G1,image_only,best,G1_yaw175_pitch-035,175.0,-35.0,180.52,5.5199,5.6181,0.000913,4.917276,170.0,0.0,0.0,60.9118
clean,G1,image_only,best,G1_yaw105_pitch+075,105.0,75.0,105.718,0.718,3.3151,0.000428,4.738025,0.0,0.0,0.0,61.6117
clean,G1,image_only,best,G1_yaw340_pitch+075,340.0,75.0,333.49,6.51,1.5519,0.000528,4.641907,90.0,0.0,0.0,66.2967
clean,G1,image_only,best,G1_yaw305_pitch+010,305.0,10.0,304.93,0.0697,3.0709,0.000279,4.917318,130.0,0.0,0.0,56.7803
clean,G1,image_only,best,G1_yaw240_pitch-015,240.0,-15.0,240.859,0.8587,1.2871,0.000591,4.917318,170.0,0.0,0.0,56.8859
clean,G1,image_only,best,G1_yaw220_pitch-030,220.0,-30.0,220.761,0.7613,0.6015,0.000844,4.917258,115.0,0.0,0.0,36.6197
clean,G1,image_only,best,G1_yaw165_pitch+060,165.0,60.0,168.456,3.456,1.6103,0.000436,4.883575,55.0,0.0,0.0,49.5379
clean,G1,image_only,best,G1_yaw040_pitch-065,40.0,-65.0,36.628,3.3723,0.2403,0.000437,4.834403,0.0,0.0,0.0,72.7479
clean,G1,image_only,best,G1_yaw305_pitch+015,305.0,15.0,307.37,2.37,5.6551,6.4e-05,4.917316,40.0,0.0,0.0,66.7252
clean,G1,image_only,best,G1_yaw335_pitch-050,335.0,-50.0,334.558,0.4417,0.8281,0.000813,4.910866,5.0,0.0,0.0,57.0285
clean,G1,image_only,best,G1_yaw330_pitch-090,330.0,-90.0,327.688,2.3125,2.7775,0.00014,4.371636,180.0,0.0,0.0,53.9815
clean,G1,image_only,best,G1_yaw275_pitch-015,275.0,-15.0,277.59,2.5897,1.2785,4.4e-05,4.917318,15.0,0.0,0.0,50.8822
clean,G1,image_only,best,G1_yaw045_pitch-050,45.0,-50.0,43.933,1.0672,0.2542,0.000699,4.910075,0.0,0.0,0.0,36.1559
clean,G1,image_only,best,G1_yaw105_pitch-085,105.0,-85.0,109.378,4.3783,6.2853,0.000708,4.592595,135.0,0.0,0.0,53.1131
clean,G1,image_only,best,G1_yaw300_pitch+070,300.0,70.0,301.703,1.7027,2.5544,2.9e-05,4.722501,55.0,0.0,0.0,58.4572
clean,G1,image_only,best,G1_yaw290_pitch+005,290.0,5.0,289.844,0.1562,3.0112,0.00025,4.917319,75.0,0.0,0.0,56.116
clean,G1,image_only,best,G1_yaw355_pitch+045,355.0,45.0,359.28,4.2802,1.3029,0.000583,4.915352,0.0,0.0,0.0,63.8377
clean,G1,image_only,best,G1_yaw085_pitch+000,85.0,0.0,86.817,1.8168,1.8692,0.000306,4.917319,80.0,0.0,0.0,59.6678
clean,G1,image_only,best,G1_yaw090_pitch+015,90.0,15.0,89.547,0.4535,1.5312,0.000473,4.917318,170.0,0.0,0.0,50.3711
clean,G1,image_only,best,G1_yaw155_pitch-035,155.0,-35.0,158.555,3.5549,1.5751,0.00045,4.916987,10.0,0.0,0.0,59.2959
clean,G1,image_only,best,G1_yaw000_pitch-035,0.0,-35.0,357.567,2.4328,2.3912,3.2e-05,4.916906,115.0,0.0,0.0,48.3632
clean,G1,image_only,best,G1_yaw215_pitch-075,215.0,-75.0,216.128,1.1285,1.3937,0.000616,4.645368,125.0,0.0,0.0,58.7026
clean,G1,image_only,best,G1_yaw090_pitch+085,90.0,85.0,91.281,1.2809,0.1582,0.000841,4.436606,145.0,0.0,0.0,54.7357
clean,G1,image_only,best,G1_yaw285_pitch-035,285.0,-35.0,284.339,0.6606,2.7595,0.000127,4.91722,70.0,0.0,0.0,52.3569
clean,G1,image_only,best,G1_yaw135_pitch-010,135.0,-10.0,136.892,1.8918,1.8262,0.000295,4.917319,110.0,0.0,0.0,56.4026
clean,G1,image_only,best,G1_yaw140_pitch-015,140.0,-15.0,139.172,0.8282,0.3094,0.000813,4.917318,5.0,0.0,0.0,44.5786
clean,G1,image_only,best,G1_yaw270_pitch+000,270.0,0.0,270.841,0.8409,1.466,0.000504,4.917319,170.0,0.0,0.0,59.1523
clean,G1,image_only,best,G1_yaw245_pitch+065,245.0,65.0,246.929,1.9293,4.1666,0.000293,4.778692,15.0,0.0,0.0,35.8085
clean,G1,image_only,best,G1_yaw270_pitch-050,270.0,-50.0,273.563,3.5632,5.1487,0.000521,4.897513,70.0,0.0,0.0,57.1161
clean,G1,image_only,best,G1_yaw180_pitch-090,180.0,-90.0,186.233,6.2328,4.6272,0.00089,4.422261,120.0,0.0,0.0,74.4799
clean,G1,image_only,best,G1_yaw085_pitch-025,85.0,-25.0,82.987,2.0133,1.2213,0.000237,4.917312,170.0,0.0,0.0,73.9679
clean,G1,image_only,best,G1_yaw355_pitch-045,355.0,-45.0,353.023,1.9774,3.1631,0.000254,4.912074,120.0,0.0,0.0,72.092
clean,G1,image_only,best,G1_yaw000_pitch+045,0.0,45.0,4.491,4.4911,0.0612,0.000966,4.914636,0.0,0.0,0.0,36.4314
clean,G1,image_only,best,G1_yaw050_pitch-055,50.0,-55.0,51.88,1.8796,2.4702,1.4e-05,4.904928,15.0,0.0,0.0,77.6853
clean,G1,image_only,best,G1_yaw120_pitch+070,120.0,70.0,118.198,1.8022,2.8452,0.000174,4.806536,0.0,0.0,0.0,68.5584
clean,G1,image_only,best,G1_yaw210_pitch+080,210.0,80.0,209.352,0.6481,2.9216,0.000274,4.487577,55.0,0.0,0.0,49.196
clean,G1,image_only,best,G1_yaw050_pitch-005,50.0,-5.0,51.562,1.5615,1.4646,0.000456,4.917319,170.0,0.0,0.0,83.7257
clean,G1,image_only,best,G1_yaw070_pitch-085,70.0,-85.0,71.582,1.582,1.0765,0.000614,4.461171,105.0,0.0,0.0,55.2291
clean,G1,image_only,best,G1_yaw170_pitch-065,170.0,-65.0,177.402,7.4017,4.5011,5.1e-05,4.773663,40.0,0.0,0.0,63.3561
clean,G1,image_only,best,G1_yaw200_pitch+000,200.0,0.0,200.531,0.531,0.3328,0.000955,4.917319,35.0,0.0,0.0,48.3761
clean,G1,image_only,best,G1_yaw180_pitch-040,180.0,-40.0,185.848,5.8482,0.2743,0.000803,4.916565,55.0,0.0,0.0,59.1185
clean,G1,image_only,best,G1_yaw150_pitch+010,150.0,10.0,142.422,7.5776,13.216,3.8e-05,4.917313,5.0,1e-06,3e-06,86.3771
clean,G1,image_only,best,G1_yaw330_pitch+055,330.0,55.0,331.823,1.8227,0.3137,0.000332,4.899041,125.0,0.0,0.0,63.2535
clean,G1,image_only,best,G1_yaw150_pitch+085,150.0,85.0,139.481,10.5195,3.0065,0.000396,4.349931,75.0,0.0,0.0,52.0
clean,G1,image_only,best,G1_yaw100_pitch+045,100.0,45.0,102.993,2.993,0.3592,0.000241,4.914878,125.0,0.0,0.0,63.5531
clean,G1,image_only,best,G1_yaw090_pitch+025,90.0,25.0,89.05,0.95,2.5134,7e-06,4.917314,65.0,0.0,0.0,47.4763
clean,G1,image_only,best,G1_yaw065_pitch+070,65.0,70.0,65.593,0.5935,1.0872,0.000722,4.782432,0.0,0.0,0.0,86.0174
clean,G1,image_only,best,G1_yaw180_pitch+090,180.0,90.0,182.301,2.3005,1.5667,0.000158,4.338068,5.0,0.0,0.0,56.305
clean,G1,image_only,best,G1_yaw065_pitch-090,65.0,-90.0,68.941,3.9408,6.5591,0.000619,4.473946,175.0,1e-06,1e-06,71.6519
clean,G1,image_only,best,G1_yaw280_pitch+065,280.0,65.0,278.76,1.2398,0.5832,0.000632,4.825455,90.0,0.0,0.0,48.1041
clean,G1,image_only,best,G1_yaw280_pitch+080,280.0,80.0,280.826,0.8255,2.753,0.000164,4.491976,5.0,0.0,0.0,59.0529
clean,G1,image_only,best,G1_yaw040_pitch+090,40.0,90.0,37.253,2.7471,0.0,0.000212,4.294312,0.0,0.0,0.0,67.5722
clean,G1,image_only,best,G1_yaw035_pitch+080,35.0,80.0,34.071,0.9287,0.9899,0.000883,4.585585,170.0,0.0,0.0,70.1587
clean,G1,image_only,best,G1_yaw005_pitch+090,5.0,90.0,355.255,9.7446,0.0,0.001903,4.294312,60.0,0.0,0.0,69.9732
clean,G1,image_only,best,G1_yaw345_pitch-040,345.0,-40.0,346.177,1.1775,1.9038,0.000291,4.916031,150.0,0.0,0.0,46.6476
